id,name,category,availability
interior_460,Pink-Crown Wall,Wallpaper,Nook's Cranny 
interior_461,Pink-Paint Flooring,Floors,Nook's Cranny 
interior_462,Pink-Striped Wall,Wallpaper,Nook's Cranny 
interior_463,Pirate Flooring,Floors,Gullivarrr 
interior_464,Pirate Rug,Rugs,Gullivarrr 
interior_465,Pirate Wall,Wallpaper,Gullivarrr 
interior_466,Pompompurin Flooring,Floors,Nook Shopping 
interior_467,Pompompurin Rug,Rugs,Nook Shopping 
interior_468,Pompompurin Wall,Wallpaper,Nook Shopping 
interior_469,Prom Flooring,Floors,Nook Shopping 
interior_470,Prom Wall,Wallpaper,Nook Shopping 
interior_471,Purple Camo Flooring,Floors,Nook's Cranny 
interior_472,Purple Camo Wall,Wallpaper,Nook's Cranny 
interior_473,Purple Dotted Wall,Wallpaper,Nook's Cranny 
interior_474,Purple Heart Rug,Rugs,Saharah 
interior_475,Purple Moroccan Flooring,Floors,Nook's Cranny 
interior_476,Purple Moroccan Wall,Wallpaper,Nook's Cranny 
interior_477,Purple Persian Rug,Rugs,Saharah 
interior_478,Purple Puzzle Flooring,Floors,Nook's Cranny 
interior_479,Purple Puzzle Wall,Wallpaper,Nook's Cranny 
interior_480,Purple Quilt Wall,Wallpaper,Nook's Cranny 
interior_481,Purple Shaggy Rug,Rugs,Saharah 
interior_482,Purple-Rose Wall,Wallpaper,Nook's Cranny 
interior_483,Pyramid Tile,Floors,Saharah 
interior_484,Racetrack Flooring,Floors,Saharah 
interior_485,Rammed-Earth Wall,Wallpaper,Nook's Cranny 
interior_486,Ramshackle Flooring,Floors,Saharah 
interior_487,Ramshackle Wall,Wallpaper,Saharah 
interior_488,Random-Square-Tile Flooring,Floors,Nook's Cranny 
interior_489,Rattan Flooring,Floors,Nook's Cranny 
interior_490,Record Rug,Rugs,Saharah's Co-Op 
interior_491,Red Argyle Rug,Rugs,Saharah 
interior_492,Red Art-Deco Wall,Wallpaper,Nook's Cranny 
interior_493,Red Blocks Rug,Rugs,Saharah 
interior_494,Red Brick Rug,Rugs,Saharah's Co-Op 
interior_495,Red Carpet,Rugs,Saharah 
interior_496,Red Delicate-Blooms Wall,Wallpaper,Nook's Cranny 
interior_497,Red Dot Flooring,Floors,Nook's Cranny 
interior_498,Red Dotted Rug,Rugs,Saharah 
interior_499,Red Dotted Wall,Wallpaper,Nook's Cranny 
interior_500,Red Exercise Mat,Rugs,Saharah's Co-Op 
interior_501,Red Exquisite Rug,Rugs,Saharah's Co-Op 
interior_502,Red Heart-Pattern Wall,Wallpaper,Nook's Cranny 
interior_503,Red Intricate Wall,Wallpaper,Nook's Cranny 
interior_504,Red Kilim-Style Carpet,Rugs,Saharah 
interior_505,Red Locker-Room Wall,Wallpaper,Saharah's Co-Op 
interior_506,Red Medium Round Mat,Rugs,Saharah 
interior_507,Red Message Mat,Rugs,Saharah 
interior_508,Red Perforated-Board Wall,Wallpaper,Nook's Cranny 
interior_509,Red Persian Rug,Rugs,Saharah 
interior_510,Red Rose Rug,Rugs,Saharah 
interior_511,Red Small Round Mat,Rugs,Saharah 
interior_512,Red Two-Toned Tile Wall,Wallpaper,Nook's Cranny 
interior_513,Red Vinyl Sheet,Rugs,Saharah 
interior_514,Red Watermelon Rug,Rugs,Saharah's Co-Op 
interior_515,Red Wavy Rug,Rugs,Saharah 
interior_516,Red Wedding Rug,Rugs,Cyrus 
interior_517,Red-and-Black Vinyl Flooring,Floors,Nook's Cranny 
interior_518,Red-and-Blue Checked Rug,Rugs,Saharah 
interior_519,Red-Brick Flooring,Floors,Nook's Cranny 
interior_520,Red-Brick Wall,Wallpaper,Nook's Cranny 
interior_521,Red-Design Kitchen Mat,Rugs,Saharah 
interior_522,Restaurant-Kitchen Flooring,Floors,Saharah's Co-Op 
interior_523,Retro Dotted Rug,Rugs,Saharah 
interior_524,Retro Flower-Print Wall,Wallpaper,Nook's Cranny 
interior_525,Retro Restaurant Wall,Wallpaper,Saharah's Co-Op 
interior_526,Rice-Paddy Wall,Wallpaper,Saharah 
interior_527,Ringside Seating,Wallpaper,Saharah 
interior_528,Robo-Flooring,Floors,Saharah's Co-Op 
interior_529,Robo-Wall,Wallpaper,Saharah's Co-Op 
interior_530,Rock-Climbing Wall,Wallpaper,Saharah 
interior_531,Rocky-Mountain Flooring,Floors,Saharah 
interior_532,Room Sketch Flooring,Floors,Wardell 
interior_533,Room Sketch Wall,Wallpaper,Wardell 
interior_534,Rope-Net Flooring,Floors,Crafting 
interior_535,Rope-Net Wall,Wallpaper,Crafting 
interior_536,Rose Flooring,Floors,Nook's Cranny 
interior_537,Rose Wall,Wallpaper,Nook's Cranny 
interior_538,Rosewood Flooring,Floors,Nook's Cranny 
interior_539,Rough Rug,Rugs,Saharah 
interior_540,Round Glowing-Moss Rug,Rugs,Crafting 
interior_541,Round Vine Rug,Rugs,Crafting 
interior_542,Rubber Mud Mat,Rugs,Saharah 
interior_543,Rubber-Tile Flooring,Floors,Nook's Cranny 
interior_544,Ruins Wall,Wallpaper,Saharah 
interior_545,Rush Tatami,Floors,Nook's Cranny 
interior_546,Rush Tatami Flooring,Floors,Nook's Cranny 
interior_547,Rustic-Stone Wall,Wallpaper,Crafting 
interior_548,Saharah's Desert,Floors,Saharah 
interior_549,Sakura-Wood Flooring,Floors,Crafting 
interior_550,Sakura-Wood Wall,Wallpaper,Crafting 
interior_551,Sandlot,Floors,Saharah 
interior_552,Sandy-Beach Flooring,Floors,Crafting 
interior_553,Sci-Fi Flooring,Floors,Crafting 
interior_554,Sci-Fi Wall,Wallpaper,Crafting 
interior_555,Scramble Crosswalk,Floors,Saharah 
interior_556,Screen Wall,Wallpaper,Nook's Cranny 
interior_557,Sea View,Wallpaper,Saharah 
interior_558,Security-Monitors Wall,Wallpaper,Saharah 
interior_559,Sepia Puzzle Flooring,Floors,Nook's Cranny 
interior_560,Sepia Puzzle Wall,Wallpaper,Nook's Cranny 
interior_561,Server-Room Wall,Wallpaper,Saharah 
interior_562,Shamrock Rug,Rugs,Nook Shopping 
interior_563,Shanty Mat,Rugs,Saharah 
interior_564,Shell Rug,Rugs,Crafting 
interior_565,Ship Deck,Floors,Nook's Cranny 
interior_566,Shoji Screen,Wallpaper,Nook's Cranny 
interior_567,Shutter Wall,Wallpaper,Saharah 
interior_568,Sidewalk Flooring,Floors,Saharah 
interior_569,Simple Blue Flooring,Floors,Nook's Cranny 
interior_570,Simple Entrance Mat,Rugs,Saharah's Co-Op 
interior_571,Simple Green Bath Mat,Rugs,Saharah 
interior_572,Simple Medium Avocado Mat,Rugs,Saharah 
interior_573,Simple Medium Black Mat,Rugs,Saharah 
interior_574,Simple Medium Blue Mat,Rugs,Saharah 
interior_575,Simple Medium Brown Mat,Rugs,Saharah 
interior_576,Simple Medium Orange Mat,Rugs,Saharah 
interior_577,Simple Medium Purple Mat,Rugs,Saharah 
interior_578,Simple Medium Red Mat,Rugs,Saharah 
interior_579,Simple Navy Bath Mat,Rugs,Saharah 
interior_580,Simple Pink Bath Mat,Rugs,Saharah 
interior_581,Simple Purple Flooring,Floors,Nook's Cranny 
interior_582,Simple Red Flooring,Floors,Nook's Cranny 
interior_583,Simple Small Avocado Mat,Rugs,Saharah 
interior_584,Simple Small Black Mat,Rugs,Saharah 
interior_585,Simple Small Blue Mat,Rugs,Saharah 
interior_586,Simple Small Brown Mat,Rugs,Saharah 
interior_587,Simple Small Orange Mat,Rugs,Saharah 
interior_588,Simple Small Purple Mat,Rugs,Saharah 
interior_589,Simple Small Red Mat,Rugs,Saharah 
interior_590,Simple White Flooring,Floors,Nook's Cranny 
interior_591,Ski-Slope Flooring,Floors,Crafting 
interior_592,Ski-Slope Wall,Wallpaper,Crafting 
interior_593,Skull Rug,Rugs,Saharah's Co-Op 
interior_594,Skull Wall,Wallpaper,Nook's Cranny 
interior_595,Skull-Print Flooring,Floors,Nook's Cranny 
interior_596,Sky Wall,Wallpaper,Saharah 
interior_597,Skyscraper Wall,Wallpaper,Saharah 
interior_598,Slate Flooring,Floors,Nook's Cranny 
interior_599,Sloppy Rug,Rugs,Saharah 
interior_600,Small Paradise Planning Mat,Rugs,Wardell 
interior_601,Snowflake Rug,Rugs,Saharah 
interior_602,Snowflake Wall,Wallpaper,Crafting 
interior_603,Soothing Tearoom Wall,Wallpaper,Nook's Cranny 
interior_604,Spooky Flooring,Floors,Any villager 
interior_605,Spooky Rug,Rugs,Any villager 
interior_606,Spooky Wall,Wallpaper,Any villager 
interior_607,Stacked-Wood Wall,Wallpaper,Crafting 
interior_608,Stadium Wall,Wallpaper,Saharah 
interior_609,Stage Rug,Rugs,Saharah's Co-Op 
interior_610,Standard Tearoom Wall,Wallpaper,Nook's Cranny 
interior_611,Starry Wall,Wallpaper,Crafting 
interior_612,Starry-Sands Flooring,Floors,Crafting 
interior_613,Starry-Skies Rug,Rugs,Crafting 
interior_614,Starry-Sky Wall,Wallpaper,Crafting 
interior_615,Stately Wall,Wallpaper,Nook's Cranny 
interior_616,Steampunk Flooring,Floors,Saharah's Co-Op 
interior_617,Steampunk Wall,Wallpaper,Saharah's Co-Op 
interior_618,Steel Flooring,Floors,Crafting 
interior_619,Steel-Frame Wall,Wallpaper,Crafting 
interior_620,Stone Tile,Floors,Nook's Cranny 
interior_621,Stone Wall,Wallpaper,Crafting 
interior_622,Stormy-Night Wall,Wallpaper,Saharah 
interior_623,Straw Wall,Wallpaper,Saharah 
interior_624,Strawberry-Chocolate Wall,Wallpaper,Saharah 
interior_625,Street-Art Wall,Wallpaper,Saharah 
interior_626,Stripe Flooring,Floors,Nook's Cranny 
interior_627,Summer-Shell Rug,Rugs,Crafting 
interior_628,Summit Wall,Wallpaper,Saharah 
interior_629,Sumo Ring,Floors,Saharah 
interior_630,Sunflower Rug,Rugs,Nook Shopping 
interior_631,Supermarket Wall,Wallpaper,Saharah's Co-Op 
interior_632,Swamp Flooring,Floors,Saharah 
interior_633,Tatami,Floors,Nook's Cranny 
interior_634,Tatami Flooring,Floors,Nook's Cranny 
interior_635,Tatami Mat,Rugs,Saharah 
interior_636,Tent Flooring,Floors,Saharah's Co-Op 
interior_637,Tent Wall,Wallpaper,Saharah's Co-Op 
interior_638,Terra-Cotta Flooring,Floors,Nook's Cranny 
interior_639,Tiger-Print Flooring,Floors,Nook's Cranny 
interior_640,Train-Station Flooring,Floors,Saharah 
interior_641,Train-Window Wall,Wallpaper,Saharah's Co-Op 
interior_642,Tree-Lined Wall,Wallpaper,Saharah 
interior_643,Tree-Stump Rug,Rugs,Crafting 
interior_644,Tropical Rug,Rugs,Saharah 
interior_645,Tropical Vista,Wallpaper,Crafting 
interior_646,Turkey Day Flooring,Floors,Franklin 
interior_647,Turkey Day Rug,Rugs,Franklin 
interior_648,Turkey Day Wall,Wallpaper,Franklin 
interior_649,Turquoise Heart Rug,Rugs,Saharah 
interior_650,Underwater Flooring,Floors,Crafting 
interior_651,Underwater Wall,Wallpaper,Crafting 
interior_652,Water Flooring,Floors,Crafting 
interior_653,Wavy-Tile Wall,Wallpaper,Nook's Cranny 
interior_654,Wedding-Party Wall,Wallpaper,Cyrus 
interior_655,Western Desert,Floors,Saharah 
interior_656,Western Vista,Wallpaper,Saharah 
interior_657,White Botanical-Tile Wall,Wallpaper,Nook's Cranny 
interior_658,White Delicate-Blooms Wall,Wallpaper,Nook's Cranny 
interior_659,White European-Style Wall,Wallpaper,Saharah's Co-Op 
interior_660,White Exercise Mat,Rugs,Saharah's Co-Op 
interior_661,White Hallway Wall,Wallpaper,Nook's Cranny 
interior_662,White Heart Rug,Rugs,Saharah 
interior_663,White Honeycomb Tile,Floors,Nook's Cranny 
interior_664,White Honeycomb-Tile Wall,Wallpaper,Nook's Cranny 
interior_665,White Iron-Parquet Flooring,Floors,Nook's Cranny 
interior_666,White Message Mat,Rugs,Saharah 
interior_667,White Mosaic-Tile Flooring,Floors,Nook's Cranny 
interior_668,White Painted-Wood Wall,Wallpaper,Nook's Cranny 
interior_669,White Perforated-Board Wall,Wallpaper,Nook's Cranny 
interior_670,White Rose Rug,Rugs,Saharah 
interior_671,White Simple Medium Mat,Rugs,Saharah 
interior_672,White Simple Small Mat,Rugs,Saharah 
interior_673,White Simple-Cloth Wall,Wallpaper,Nook's Cranny 
interior_674,White Square Tile,Rugs,Saharah's Co-Op 
interior_675,White Subway-Tile Wall,Wallpaper,Nook's Cranny 
interior_676,White Wedding Flooring,Floors,Cyrus 
interior_677,White Wedding Rug,Rugs,Cyrus 
interior_678,White Wedding Wall,Wallpaper,Cyrus 
interior_679,White Window-Panel Wall,Wallpaper,Nook's Cranny 
interior_680,White Wooden-Deck Rug,Rugs,Saharah 
interior_681,White-Brick Flooring,Floors,Nook's Cranny 
interior_682,White-Brick Wall,Wallpaper,Nook's Cranny 
interior_683,White-Chocolate Wall,Wallpaper,Saharah 
interior_684,White-Chocolates Flooring,Floors,Saharah 
interior_685,White-Paint Flooring,Floors,Nook's Cranny 
interior_686,White-Rose Wall,Wallpaper,Nook's Cranny 
interior_687,White-Shelving Wall,Wallpaper,Saharah's Co-Op 
interior_688,White-Wood Flooring Sheet,Rugs,Saharah's Co-Op 
interior_689,White-Wood Flooring Tile,Rugs,Saharah's Co-Op 
interior_690,Wild-Wood Wall,Wallpaper,Crafting 
interior_691,Wildflower Meadow,Floors,Saharah 
interior_692,Wooden-Knot Flooring,Floors,Nook's Cranny 
interior_693,Wooden-Knot Wall,Wallpaper,Crafting 
interior_694,Wooden-Mosaic Wall,Wallpaper,Crafting 
interior_695,Woodland Wall,Wallpaper,Crafting 
interior_696,Yellow Argyle Rug,Rugs,Saharah 
interior_697,Yellow Bamboo Mat,Rugs,Crafting 
interior_698,Yellow Blocks Rug,Rugs,Saharah 
interior_699,Yellow Checked Rug,Rugs,Saharah 
interior_700,Yellow Floral Flooring,Floors,Nook's Cranny 
interior_701,Yellow Flower-Print Wall,Wallpaper,Nook's Cranny 
interior_702,Yellow Hawaiian Quilt Rug,Rugs,Saharah's Co-Op 
interior_703,Yellow Heart-Pattern Wall,Wallpaper,Nook's Cranny 
interior_704,Yellow Intricate Wall,Wallpaper,Nook's Cranny 
interior_705,Yellow Kilim-Style Carpet,Rugs,Saharah 
interior_706,Yellow Kitchen Mat,Rugs,Saharah 
interior_707,Yellow Medium Round Mat,Rugs,Saharah 
interior_708,Yellow Message Mat,Rugs,Saharah 
interior_709,Yellow Persian Rug,Rugs,Saharah 
interior_710,Yellow Playroom Wall,Wallpaper,Nook's Cranny 
interior_711,Yellow Quilt Wall,Wallpaper,Nook's Cranny 
interior_712,Yellow Rose Rug,Rugs,Saharah 
interior_713,Yellow Simple-Cloth Wall,Wallpaper,Nook's Cranny 
interior_714,Yellow Small Round Mat,Rugs,Saharah 
interior_715,Yellow Star Rug,Rugs,Crafting 
interior_716,Yellow Stripes Rug,Rugs,Saharah 
interior_717,Yellow Vinyl Sheet,Rugs,Saharah 
interior_718,Yellow Watermelon Rug,Rugs,Saharah's Co-Op 
interior_719,Yellow-Design Kitchen Mat,Rugs,Saharah 
interior_720,Yellow-Paint Wall,Wallpaper,Nook's Cranny 
interior_721,Yellow-Striped Wall,Wallpaper,Nook's Cranny 
interior_722,Yoshi's Egg Rug,Rugs,Nook Shopping 
interior_723,Zebra-Print Flooring,Floors,Nook's Cranny 
interior_724,Zen Architecture Wall,Wallpaper,Nook's Cranny 
